Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe response,Habitat suitability,Risk,Expert change / reason for change
PROTEACEAE,Banksia serrata,"n,q,t,v",,,"Cahill (pers. comm.), Pratt & Heather (1973), Podger et al. (1990), Schahinger et al. (2003), Wan et al. (2019), Weste (2001)",Shearer & Crane (unpub. data),"Howard et al. (2004), Rudman (pers. comm.), VNPS (1995), Wan et al. (2019)","Velzeboer (pers. comm.), Weste (2001)",Suitable,Low,
PROTEACEAE,Banksia serratuloides,w,CE / V,,,,Keighery (1992),Shearer & Crane (unpub. data),Suitable,Very high,Two subspecies are included in this species and it is uncertain which have been assessed for response to P. cinnamomi. The risk assessment is based on subsp. persissa (CE).
PROTEACEAE,Banksia sessilis,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), Shivas (1989), DBCA (2021)",,McDougall (1997),"Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia shuttleworthiana,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia solandri,w,,E,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett (1996), Barrett et al .(2008), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High"
PROTEACEAE,Banksia speciosa,w,,,"McCredie et al. (1985), Taylor (1974), Shivas (1989), DBCA (2021)",,Cho (1983),"Barrett (pers. comm.), McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia sphaerocarpa var. sphaerocarpa,w,V,,"McCredie et al. (1985), Taylor (1974), Shivas (1989), DBCA (2021)",,Cho (1983),"Barrett & Rathbone (2018), McCredie et al. (1985), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia spinulosa var. cunninghamii,"n,q,v",,,"Cahill (pers. comm.), McDougall & Summerell (2003), Weste (2001)",Shearer & Crane (unpub. data),VNPS (1995),"McDougall (pers. comm.), Weste (2001)",Suitable,Low,
PROTEACEAE,Banksia spinulosa var. spinulosa,"n,q",,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Banksia squarrosa,w,V,,"Shearer & Dillon (1995), DBCA (2021)",,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Banksia subpinnatifida,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Banksia telmatiaea,w,,V,"Hill (1990), DBCA (2021)",,"Hill (1990), Shearer & Crane (unpub. data)",,Suitable,Low,
PROTEACEAE,Banksia tenuis,w,,,,,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Banksia tricuspis,w,,E,,,Keighery (1992),Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia trifontinalis,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Banksia undata,w,,V,Taylor (1974),,,,Suitable,Moderate,
PROTEACEAE,Banksia verticillata,w,V,,"McCredie et al. (1985), Shivas (1989), DBCA (2021)",,Keighery (1992),"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Banksia victoriae,w,,V,McCredie et al. (1985),,,"McCredie et al. (1985), Shearer & Crane (unpub. data)",Suitable,Moderate,
PROTEACEAE,Banksia vincentia,n,,CE,,Wan et al. (2019),,,Suitable,Moderate,
PROTEACEAE,Banksia violacea,w,,,"McCredie et al. (1985), DBCA (2021)",,,"Barrett (pers. comm.), Wills (1993), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Banksia viscida,w,,,,,Shearer & Crane (unpub. data),,Unsuitable,Low,
PROTEACEAE,Buckinghamia celsissima,q,,,Brown (1998),,,,Suitable,Low,
PROTEACEAE,Cardwellia sublimis,q,,,,,Worboys et al. (2003),,Suitable,Low,
PROTEACEAE,Carnarvonia araliifolia var. montana,q,,V,Brown (1998),,,,Suitable,Moderate,
PROTEACEAE,Cenarrhenes nitida,t,,,"Podger et al. (1990), Schahinger et al. (2003)",,,Schahinger et al. (2003),Suitable,Low,
PROTEACEAE,Conospermum caeruleum,w,,,DBCA (2021),,Barrett (pers. comm.),,Suitable,Low,
PROTEACEAE,Conospermum densiflorum subsp. unicephalatum,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Conospermum eatoniae,w,,,,,Wills (1993),,Suitable,Low,
PROTEACEAE,Conospermum hookeri,t,V,,Schahinger et al. (2003),,,Rudman (pers. comm.),Suitable,Moderate,
PROTEACEAE,Conospermum mitchellii,v,,,"Cahill (pers. comm.), Weste (2001)",,VNPS (1995),Weste (2001),Suitable,Low,
PROTEACEAE,Conospermum scaposum,w,,V,,Shearer & Crane (unpub. data),Wills (1993),,Suitable,Low,
PROTEACEAE,Conospermum spectabile,w,,E,,,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Conospermum stoechadis,w,,,,,Hill (1990),,Suitable,Low,
PROTEACEAE,Conospermum teretifolium,w,,,,,,Barrett (pers. comm.) ,Suitable,Low,
PROTEACEAE,Conospermum toddii,w,,V,,,Keighery (1992),,Unsuitable,Low,
PROTEACEAE,Conospermum triplinervium,w,,,"Hill (1990), Shivas (1989)",,Hill (1990),,Suitable,Low,
PROTEACEAE,Darlingia darlingiana,q,,,Brown (1998),,Worboys et al. (2003),,Suitable,Low,
PROTEACEAE,Franklandia fucifolia,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Grevillea acanthifolia subsp. paludosa,n,E,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Grevillea alpina,"a,n,v",,,"Cahill (pers. comm.), Pratt & Heather (1973), Weste (2001), Shivas (1989)",,VNPS (1995),Weste (2001),Suitable,Low,
PROTEACEAE,Grevillea althoferorum,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea aquifolium,"s,v",,,"Cahill (pers. comm.), Weste (2001)",,VNPS (1995),Weste (2001),Suitable,Low,
PROTEACEAE,Grevillea aspleniifolia,n,,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Grevillea banksii,q,,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Grevillea bipinnatifida,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Grevillea brachystachya,w,,,Shivas (1989),,,,Suitable,Low,
PROTEACEAE,Grevillea brachystylis subsp. grandis,w,CE,,,,Shearer & Crane (unpub. data),,Suitable,High,
PROTEACEAE,Grevillea bracteosa,w,CE,,,Shearer & Crane (unpub. data),,,Suitable,Moderate,
PROTEACEAE,Grevillea calliantha,w,E,,,,Keighery (1992),,Suitable,Moderate,
PROTEACEAE,Grevillea candicans,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea christineae,w,E,,,,Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Grevillea chrysophaea,v,,V,Weste (2001),,,Weste (2001),Suitable,Moderate,
PROTEACEAE,Grevillea cirsiifolia,w,,,,,Keighery (1992),,Suitable,Low,
PROTEACEAE,Grevillea confertifolia,v,,V,Weste (2001),,,Weste (2001),Suitable,Moderate,
PROTEACEAE,Grevillea corrugata,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea costata,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea crithmifolia,w,,V,Shivas (1989),,,,Suitable,Moderate,
PROTEACEAE,Grevillea curviloba,w,E,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea decora,q,,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Grevillea delta,w,,CE,,,Shearer & Crane (unpub. data),,Suitable,High,
PROTEACEAE,Grevillea drummondii,w,,E,DBCA (2021),,,,Suitable,High,
PROTEACEAE,Grevillea dryandroides,w,E,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Grevillea elongata,w,V,,DBCA (2021),Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea eriobotrya,w,,V,,,,Shearer & Crane (unpub. data),Unsuitable,Low,
PROTEACEAE,Grevillea fasciculata,w,,,DBCA (2021),"Barrett (pers. comm.), Wills (1993)",,,Suitable,Low,
PROTEACEAE,Grevillea flexuosa,w,V,,,,Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Grevillea fuscolutea,w,,E,,,,Freebury (pers. comm.),Suitable,High,
PROTEACEAE,Grevillea guthrieana,n,E,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Grevillea hookeriana,w,,,,Gardner & Rokich (1987),,,Suitable,Low,
PROTEACEAE,Grevillea humifusa,w,E,,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Grevillea irrasa subsp. irrasa,n,,E,McDougall & Summerell (2003),,,McDougall (pers. comm.),Suitable,High,
PROTEACEAE,Grevillea juniperina,"a,n,q",,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Grevillea kenneallyi,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea lanigera,"a,n,v",,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Grevillea lavandulacea,"s,v",,,,,SARDI (pers. comm.),,Suitable,Low,
PROTEACEAE,Grevillea leptopoda,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea leucoclada,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea levis,w,,,,,Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Grevillea longifolia,n,,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Grevillea longistyla,q,,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Grevillea maccutcheonii,w,E,,DBCA (2021),,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea makinsonii,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Grevillea maxwellii,w,E,CE,,,,Shearer & Crane (unpub. data),Suitable,Very high,
PROTEACEAE,Grevillea microstegia,v,,E,Weste (2001),,Weste (2001),,Suitable,Moderate,
PROTEACEAE,Grevillea minutiflora,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea miqueliana,v,,V,Taylor (1974),,,,Suitable,Moderate,
PROTEACEAE,Grevillea mollis,n,E,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Grevillea mucronulata,n,,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Grevillea murex,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea muricata,s,,E,Vickery (1997),,,,Suitable,High,
PROTEACEAE,Grevillea obtusiflora,n,E,,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Moderate,
PROTEACEAE,Grevillea oleoides,n,,,,,McDougall (pers. comm.),,Suitable,Low,
PROTEACEAE,Grevillea pieroniae,w,,CE,,Shearer & Crane (unpub. data),,Barrett (pers. comm.),Suitable,Very high,
PROTEACEAE,Grevillea pilosa subsp. redacta,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Grevillea pilulifera,w,,,,McDougall (1997),,,Suitable,Low,
PROTEACEAE,Grevillea polybractea,"n,v",,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Grevillea quinquenervis,s,,E,Vickery (1997),,Velzeboer (pers. comm.),,Suitable,Moderate,
PROTEACEAE,Grevillea rara,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Grevillea renwickiana,n,,,,Wan et al. (2019),,,Suitable,Low,
PROTEACEAE,Grevillea rosmarinifolia,"n,v",,,Taylor (1974),Groves et al. (2009),,,Suitable,Low,
PROTEACEAE,Grevillea saccata,w,,V,,,Keighery (1992),Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Grevillea scabrida,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea shiressii,n,V,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Grevillea spinosissima,w,,,,,Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Grevillea steiglitziana,v,,V,Weste (2001),,Weste (2001),,Suitable,Low,
PROTEACEAE,Grevillea synapheae,w,,,"Shearer & Dillon (1996), DBCA (2021)",Shearer & Dillon (1996),,,Suitable,Low,
PROTEACEAE,Grevillea thyrsoides,w,,V,DBCA (2021),,,,Suitable,Moderate,
PROTEACEAE,Grevillea triloba,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea tripartita,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Grevillea uniformis,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Grevillea victoriae,"a,n,v",,,"Rigg et al. (2018), Taylor (1974)",,,Rigg et al. (2018),Suitable,Low,
PROTEACEAE,Grevillea wilsonii,w,,,,McDougall (1997),,,Suitable,Low,
PROTEACEAE,Hakea aculeata,w,V,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Hakea ambigua,w,,,DBCA (2021),,"Barrett & Rathbone (2018), Shearer & Crane (unpub. data)",Wills (1993),Suitable,Low,
PROTEACEAE,Hakea amplexicaulis,w,,,"Shearer & Dillon (1996), DBCA (2021)",Shearer & Dillon (1996),,,Suitable,Low,
PROTEACEAE,Hakea archaeoides,n,V,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Hakea bakeriana,n,,V,Taylor (1974),,,,Suitable,Moderate,
PROTEACEAE,Hakea baxteri,w,,,DBCA (2021),,Barrett (pers. comm.),Wills (1993),Suitable,Low,
PROTEACEAE,Hakea carinata,s,,,,,,Velzeboer (pers. comm.),Suitable,Low,
PROTEACEAE,Hakea ceratophylla,w,,,DBCA (2021),Barrett (pers. comm.),Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea conchifolia,w,,V,Taylor (1974),,,,Suitable,Moderate,
PROTEACEAE,Hakea corymbosa,w,,,,"Wills (1993), Barrett (pers. comm.)",,,Suitable,Low,
PROTEACEAE,Hakea cucullata,w,,V,DBCA (2021),,Shearer & Crane (unpub. data),"Barrett & Rathbone (2018), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Hakea cygna subsp. needlei,w,,E,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Hakea dactyloides,"n,v",,,,,McDougall (pers. comm.),,Suitable,Low,
PROTEACEAE,Hakea decurrens,"a,n,t,v",,,Weste (2001),Groves et al. (2009),Weste (2001),,Suitable,Low,
PROTEACEAE,Hakea denticulata,w,,,,,Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea elliptica,w,,,DBCA (2021),Freebury (pers. comm.),Freebury (pers. comm.),,Suitable,Low,
PROTEACEAE,Hakea falcata,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Hakea flabellifolia,w,,V,,,Tynan et al. (2001),,Suitable,Low,
PROTEACEAE,Hakea florida,w,,,,Barrett (pers. comm.),,,Suitable,Low,
PROTEACEAE,Hakea hookeriana,w,,E,,,,Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Hakea incrassata,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Hakea kippistiana,w,,,Taylor (1974),,,,Mostly unsuitable,Low,
PROTEACEAE,Hakea lasiantha,w,,,,,Barrett (pers. comm.),Wills (1993),Suitable,Moderate,
PROTEACEAE,Hakea lasiocarpha,w,,V,,,,Barrett (pers. comm.),Suitable,Moderate,
PROTEACEAE,Hakea laurina,w,,,DBCA (2021),,Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea lehmanniana,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Hakea lissocarpha,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1996), DBCA (2021)","McDougall (1997), Shearer & Dillon (1996)",,,Suitable,Low,
PROTEACEAE,Hakea marginata,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Hakea megalosperma,w,V,,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Hakea neurophylla,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Moderate,
PROTEACEAE,Hakea nodosa,"s,t,v",,,"Cahill (pers. comm.), Weste (2001)",Weste (2001),VNPS (1995),,Suitable,Low,
PROTEACEAE,Hakea oldfieldii,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Hakea oleifolia,w,,,Taylor (1974),Freebury (pers. comm.),,,Suitable,Low,
PROTEACEAE,Hakea pandanicarpa subsp. crassifolia,w,,,,Shearer & Crane (unpub. data),"Freebury (pers. comm.), Wills (1993)",,Suitable,Low,
PROTEACEAE,Hakea pendens,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Hakea petiolaris,w,,,,Gardner & Rokich (1987),Shearer & Crane (unpub. data),,Suitable,Low,
PROTEACEAE,Hakea platysperma,w,,,Taylor (1974),,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Hakea polyanthema,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Hakea psilorrhyncha  ,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Hakea rostrata,"s,v",,,Kueh (2011),,,Kueh (2011),Suitable,Low,
PROTEACEAE,Hakea ruscifolia,w,,,"Shearer & Dillon (1995), DBCA (2021)",McDougall (1997),Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea salicifolia,"n,q",,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Hakea scoparia,w,,,,Roleybushcare (2022),,,Suitable,Low,
PROTEACEAE,Hakea sericea,"n,q",,,"Cahill (pers. comm.), Podger et al. (1990), Pratt & Heather (1973)",,,,Suitable,Low,
PROTEACEAE,Hakea stenocarpa,w,,,,McDougall (1997),,,Suitable,Low,
PROTEACEAE,Hakea trifurcata,w,,,DBCA (2021),Barrett (pers. comm.),Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea tuberculata,w,,V,DBCA (2021),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",,,Suitable,Low,
PROTEACEAE,Hakea ulicina,"n,t,v",,,"Barker & Wardlaw (1995), Cahill (pers. comm.), Schahinger et al. (2003), Weste (2001)","VNPS (1995), Weste (2001), Groves et al. (2009)",,,Suitable,Low,
PROTEACEAE,Hakea undulata,w,,,"Taylor (1974), DBCA (2021)",,,Wills (1993),Suitable,Low,
PROTEACEAE,Hakea varia,w,,,DBCA (2021),,Wills (1993),,Suitable,Low,
PROTEACEAE,Hakea victoria,w,,V,Taylor (1974),Shearer & Crane (unpub. data),"Wills (1993), Freebury (pers. comm.)",,Suitable,Low,
PROTEACEAE,Isopogon anemonifolius,n,,,,,Howard et al. (2004),,Suitable,Low,
PROTEACEAE,Isopogon asper,w,,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Isopogon attenuatus,w,,,"Podger (1968), Shivas (1989), Titze & Palzer (1969), DBCA (2021)",,Titze & Palzer (1969),Moore (2005),Suitable,Low,
PROTEACEAE,Isopogon axillaris,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Isopogon baxteri,w,,V,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Isopogon buxifolius var buxifolius,w,,CE,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Very high,
PROTEACEAE,Isopogon ceratophyllus,"s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Schahinger et al. (2003), Weste (2001)",,"VNPS (1995), Velzeboer (pers. comm.)",Weste (2001),Suitable,Low,
PROTEACEAE,Isopogon cuneatus,w,,V,,,,Barrett (pers. comm.),Suitable,Moderate,
PROTEACEAE,Isopogon dubius,w,,,DBCA (2021),,,,Suitable,Low,
PROTEACEAE,Isopogon fletcheri,n,V,E,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,High,
PROTEACEAE,Isopogon formosus subsp. dasylepis,w,,,DBCA (2021),Shearer & Crane (unpub. data),,,Suitable,Low,
PROTEACEAE,Isopogon formosus subsp. formosus,w,,,"Podger (1968), Shivas (1989)",,,Wills (1993),Suitable,Low,
PROTEACEAE,Isopogon gardneri,w,,,DBCA (2021),,,,Unsuitable,Low,
PROTEACEAE,Isopogon latifolius,w,,E,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett et al. (2008), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High"
PROTEACEAE,Isopogon longifolius,w,,V,DBCA (2021),,,,Suitable,Moderate,
PROTEACEAE,Isopogon nutans,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,
PROTEACEAE,Isopogon petiolaris,"n,q",,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Isopogon polycephalus,w,,,Taylor (1974),,,Barrett (pers. comm.),Suitable,Low,
PROTEACEAE,Isopogon scabriusculus,w,,,,,,Wills (1993),Unsuitable,Low,
PROTEACEAE,Isopogon sphaerocephalus,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), DBCA (2021)",,"Edmiston (1989), Shearer & Dillon (1996)",Wills (1993),Suitable,Low,
PROTEACEAE,Isopogon trilobus,w,,,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Isopogon uncinatus,w,E,,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High"
PROTEACEAE,Lambertia echinata,w,E,,DBCA (2021),,Keighery (1992),"Barrett (pers. comm.), Shearer et al. (2010)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High"
PROTEACEAE,Lambertia ericifolia,w,,E,DBCA (2021),,,"Barrett et al. (2008), Barrett & Rathbone (2018), Shearer & Crane (unpub. data), Wills (1993)",Suitable,High,
PROTEACEAE,Lambertia fairallii,w,E,CE,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett et al. (2008), Barrett (1996), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Lambertia formosa,n,,,,Shearer et al. (2010),Howard et al. (2004),,Suitable,Low,
PROTEACEAE,Lambertia ilicifolia,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Lambertia inermis,w,,,"Belhaj et al. (2018), DBCA (2021)",,Tynan et al. (2001),"Belhaj et al. (2018), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,
PROTEACEAE,Lambertia multiflora,w,,,,,Tynan et al. (2001),"Shearer et al. (2010), Shearer & Crane (unpub. data)",Suitable,Low,
PROTEACEAE,Lambertia orbifolia subsp. orbifolia,w,E,CE,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Lambertia orbifolia subsp. Scott River Plains (L.W. Sage 684),w,,E,,,,Shearer et al. (2010),Suitable,High,
PROTEACEAE,Lambertia rariflora subsp. lutea,w,,E,,,,"Freebury (pers. comm.), Shearer et al. (2010), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Lambertia rariflora subsp. rarifolia,w,,E,,,Shearer et al. (2010),Shearer & Crane (unpub. data),Suitable,High,
PROTEACEAE,Lambertia uniflora,w,,V,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Moderate,
PROTEACEAE,Lomatia fraseri,"n,v",,,McDougall & Summerell (2003),,,,Suitable,Low,
PROTEACEAE,Lomatia ilicifolia,"n,v",,,Cahill (pers. comm.),,VNPS (1995),,Suitable,Low,
PROTEACEAE,Lomatia milnerae,q,,V,,,Worboys et al. (2003),,Suitable,Low,
PROTEACEAE,Lomatia tasmanica,t,CE,,,,"Rudman (pers. comm.), Schahinger et al. (2003)",,Suitable,High,
PROTEACEAE,Opisthiolepis heterophylla,q,,V,,,Worboys et al. (2003),,Suitable,Low,
PROTEACEAE,Orites diversifolius,t,,,Podger et al. (1990),,,,Suitable,Low,
PROTEACEAE,Orites lancifolius,"a,n,v",,,,Rigg et al. (2018),,,Suitable,Low,
PROTEACEAE,Persoonia acerosa,n,V,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Persoonia cornifolia,"n,q",,,,,,McDougall (pers. comm.),Suitable,Low,
PROTEACEAE,Persoonia elliptica,w,,,,,,McDougall (pers. comm.),Suitable,Low,
PROTEACEAE,Persoonia gunnii,t,,,Podger et al. (1990),,,,Suitable,Low,
PROTEACEAE,Persoonia hindii,n,,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Persoonia juniperina,"n,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Weste (2001)",,"Rudman (pers. comm.), VNPS (1995)",Weste (2001),Suitable,Low,
PROTEACEAE,Persoonia levis,"n,v",,,"Gerrettson-Cornell (1986), Taylor (1974)",McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Persoonia linearis,"n,v",,,,McDougall (pers. comm.),,,Suitable,Low,
PROTEACEAE,Persoonia longifolia,w,,,"Gardner & Rokich (1987), Podger (1968), Shearer & Dillon (1995), Shivas (1989), DBCA (2021)",,"Podger (1972), Titze & Palzer (1969)","Freebury (pers. comm.), McDougall (1997), Wills (1993)",Suitable,Low,
PROTEACEAE,Persoonia micranthera,w,E,CE,Barrett (pers. comm.),,,"Barrett (1996), Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,
PROTEACEAE,Persoonia mollis subsp. budawangensis,n,,E,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,High,
PROTEACEAE,Persoonia muelleri var. densifolia,t,,V,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Moderate,
PROTEACEAE,Persoonia rudis,w,,V,DBCA (2021),,,,Suitable,Moderate,
PROTEACEAE,Persoonia silvatica,"n,v",,,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Low,
PROTEACEAE,Persoonia trinervis,w,,,,,,Wills (1993),Suitable,Low,
PROTEACEAE,Petrophile anceps,w,,E,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,High,
PROTEACEAE,Petrophile biloba,w,,V,Podger (1972),,Podger (1972),,Suitable,Low,
PROTEACEAE,Petrophile carduacea,w,,E,,,, Barrett (pers. comm.),Suitable,High,
PROTEACEAE,Petrophile divaricata,w,,,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,
PROTEACEAE,Petrophile diversifolia,w,,,DBCA (2021),,,"Freebury (pers. comm.), Wills (1993)",Suitable,Low,
PROTEACEAE,Petrophile drummondii,w,,,Hill (1990),,Hill (1990),,Suitable,Low,
PROTEACEAE,Petrophile ericifolia,w,,,,,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,
PROTEACEAE,Petrophile fastigiata,w,,,Taylor (1974),,,,Suitable,Low,
PROTEACEAE,Petrophile heterophylla,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,
PROTEACEAE,Petrophile latericola,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,
