taxon_name,original_text,text,00_XX_a,00_XX_f,01_plant_growth_substrate_a,01_plant_growth_substrate_f,02_commonness_a,02_commonness_f,03_habitat_moisture_a,03_habitat_moisture_f,04_habitat_topographic_a,04_habitat_topographic_f,05_habitat_a,05_habitat_f,06_soil_colour_a,06_soil_colour_f,07_substrate_a,07_substrate_f,08_soil_a,08_soil_f,09_soil_moisture_a,09_soil_moisture_f
Leptospermum fastigiatum,"red sand. sandplains, rocky outcrops.", redsand sandplainss rocky outcrops ,,,,,,,,,rocky_outcrop,outcrops,sandplain,sandplains,red,reds,,,sand_red soil_rocky,redsand rocky,,
Leptospermum incanum,sandy soils. granite outcrops., sandy soils granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,,,,,granitic,granite,sand,sandy,,
Leptospermum laevigatum,"white or grey sand, loam.", white or grey sand loam ,,,,,,,,,,,,,grey white,grey white,,,loam sand,loam sand,,
Leptospermum maxwellii,shallow sandy soils over granite laterite. stony ridges., shallow sandy soils over granite laterite stony ridges ,,,,,,,,,ridges,ridges,,,,,granitic lateritic,granite laterite,sand stony,sandy stony,,
Leptospermum nitens,"sand & gravel. granite or sandstone rocks, hills.", sand  gravel granite or sandstone rocks hills ,,,,,,,,,hills,hills,,,,,granitic sandstone,granite sandstone,gravel sand,gravel sand,,
Leptospermum oligandrum,"sandy, often gravelly soils over granite or laterite. sandplains, river flats.", sandy often gravelly soils over granite or laterite sandplainss riverflats ,,,,,,,,,flats,riverflats,sandplain,sandplains,,,granitic lateritic,granite laterite,gravel sand,gravelly sandy,,
Leptospermum roei,"white or yellow sand, often with gravel. sandplains, granite outcrops.", white or yellow sand often with gravel sandplainss granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,sandplain,sandplains,white yellow,white yellow,granitic,granite,gravel sand,gravel sand,,
Leptospermum sericeum,skeletal sandy soils. granite outcrops & hills., skeletal sandy soils granite outcrops  hills ,,,,,,,,,hills rocky_outcrop,hills outcrops,,,,,granitic,granite,sand skeletal,sandy skeletal,,
Leptospermum spinescens,"sandy & lateritic soils. hills, sandplains.", sandy  lateritic soils hills sandplainss ,,,,,,,,,hills,hills,sandplain,sandplains,,,lateritic,lateritic,sand,sandy,,
Lophostemon grandiflorus,"damp habitats, sandstone gorges, rocky sites.", damp habitats sandstone gorges rockysites ,,,,,,,damp,damp,gorges rocky,gorges rockysites,,,,,sandstone,sandstone,soil_rocky sand,rockysites rockys sands,,
Malleostemon hursthousei,"yellow sand, sometimes with gravel. sandplains.", yellow sand sometimes with gravel sandplainss ,,,,,,,,,,,sandplain,sandplains,yellow,yellow,,,gravel sand,gravel sand,,
Malleostemon minilyaensis,"yellow or red sand. red sand dunes, sandplains.", yellow or redsand redsanddunes sandplainss ,,,,,,,,,,,sandplain,sandplains,red yellow,reds yellow,,,sand_red,redsand,,
Malleostemon pedunculatus,red sand. sandplains., redsand sandplainss ,,,,,,,,,,,sandplain,sandplains,red,reds,,,sand_red,redsand,,
Malleostemon peltiger,yellow or red sand. sandplains., yellow or redsand sandplainss ,,,,,,,,,,,sandplain,sandplains,red yellow,reds yellow,,,sand_red,redsand,,
Malleostemon roseus,"sandy or sometimes loamy, clay or lateritic soils. undulating plains.", sandy or sometimes loamy clay or lateritic soils undulating plainss ,,,,,,,,,plains undulating,plainss undulating,plains,plains,,,lateritic,lateritic,clay loam sand,clay loamy sandy,,
Malleostemon tuberculatus,"yellow sand, laterite, clay, loam. sandplains, granite outcrops.", yellow sand laterite clay loam sandplainss granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,sandplain,sandplains,yellow,yellow,granitic lateritic,granite laterite,clay loam sand,clay loam sand,,
Melaleuca acuminata,"sandy or clayey soils. swampy depressions, rises, often saline.", sandy or clayey soils swampy depressions rises often saline ,,,,,,,wet,swampy,depressions,depressions,swamp,swampy,,,saline,saline,clay sand,clayey sandy,,
Melaleuca adnata,"sandy or clayey soils, sometime over laterite. along drainage lines, flats.", sandy or clayey soils sometime over laterite along drainage lines flats ,,,,,,,,,flats,flats,,,,,lateritic,laterite,clay sand,clayey sandy,,
Melaleuca agathosmoides,gravelly red clay loam. hills., gravelly redclay loam hills ,,,,,,,,,hills,hills,,,,,,,clay_red gravel loam,redclay gravelly loam,,
Melaleuca apodocephala,"sandy soils, rocky clay, loam, limestone. cliffs, saline depressions, dunes & swales.", sandy soils rocky clay loam limestone cliffs saline depressions dunes  swales ,,,,,,,,,cliff depressions swales,cliffs depressions swales,sanddunes cliffs,dunes cliffs cliffs,,,limestone saline,limestone saline,clay loam soil_rocky sand,clay loam rocky sandy,,
Melaleuca ×arenicola,,,,,,,,,,,,,,,,,,,,,,
Melaleuca argentea,"alluvium, sand or clay, sometimes saline. along watercourses, swamps.", alluvium sand or clay sometimes saline along watercourses swamps ,,,,,,,wet,swamps,watercourses,watercourses,streambanks swamp streams,watercourses swamps watercourses,,,alluvial saline,alluvium saline,clay sand,clay sand,,
Melaleuca aspalathoides,loam. gravelly ridge., loam gravelly ridge ,,,,,,,,,ridges,ridge,,,,,,,gravel loam,gravelly loam,,
Melaleuca basicephala,"black peaty sand, clay. winter-wet flats, swamps.", black peaty sand clay winterwetflats swamps ,,,,,,,wet,swamps,flats inundated_intermittent,winterwetflats,swamp,swamps,black,black,,,clay peat sand,clay peaty sand,,
Melaleuca blaeriifolia,"sandy or clayey soils, often gravelly, granite. outcrops, hillslopes.", sandy or clayey soils often gravelly granite outcrops hillslopes ,,,,,,,,,hills rocky_outcrop,hills outcrops,,,,,granitic,granite,clay gravel sand,clayey gravelly sandy,,
Melaleuca bracteata,,,,,,,,,,,,,,,,,,,,,,
Melaleuca bracteosa,"white/grey or yellow sand, loam, clay. winter-wet flats, plains.", whitegrey or yellow sand loam clay winterwetflats plainss ,,,,,,,,,flats inundated_intermittent plains,winterwetflats plainss,plains,plains,yellow,yellow,,,clay loam sand,clay loam sand,,
Melaleuca brevifolia,"white or grey sand, sandy loam, clay. swampy areas, drainage lines, salt lakes.", white or grey sand sandy loam clay swampy areas drainage lines saltlakes ,,,,,,,wet,swampy,,,lakes_salt swamp,saltlakes swampy,grey white,grey white,,,clay loam sand,clay loam sand sandy,,
Melaleuca bromelioides,sandy or clayey soils. flats., sandy or clayey soils flats ,,,,,,,,,flats,flats,,,,,,,clay sand,clayey sandy,,
Melaleuca cajuputi,"black peaty sand, clay. swamps, tidal flats.", black peaty sand clay swamps tidalflats ,,,,,,,wet,swamps,,,tidal_flats swamp,tidalflats swamps,black,black,,,clay peat sand,clay peaty sand,,
Melaleuca calothamnoides,,,,,,,,,,,,,,,,,,,,,,
Melaleuca calycina,"white sand, sandy gravel, clay, loam. moist areas: flats, lateritic rises, edge of swamps.", white sand sandy gravel clay loam moist areas flats lateritic rises edge of swamps ,,,,,,,wet moist,swamps moist,flats,flats,swamp,swamps,white,white,lateritic,lateritic,clay gravel loam sand,clay gravel loam sand sandy,,
Melaleuca cardiophylla,"white, grey or brown/red sand. limestone ridges & outcrops, sand dunes.", white grey or brownredsand limestone ridges  outcrops sanddunes ,,,,,,,,,rocky_outcrop ridges,outcrops ridges,sanddunes,sanddunes,grey white,grey white,limestone,limestone,,,,
Melaleuca ciliosa,white/grey or yellow sand with lateritic gravel. uplands., whitegrey or yellow sand with lateritic gravel uplands ,,,,,,,,,,,,,yellow,yellow,lateritic,lateritic,gravel sand,gravel sand,,
Melaleuca citrina,coarse sandy soils. rocky quartzite hills., coarse sandy soils rocky quartzite hills ,,,,,,,,,hills,hills,,,,,quartzite,quartzite,soil_rocky sand,rocky sandy,,
Melaleuca cliffortioides,"clay, sandy loam. rocky slopes, undulating plains.", clay sandy loam rockyslopes undulating plainss ,,,,,,,,,slopes_rocky plains undulating,rockyslopes plainss undulating,plains,plains,,,,,clay loam soil_rocky sand,clay loam rockys sandy,,
Melaleuca coccinea,"sandy loam over granite. granite outcrops, sandplain, river valleys.", sandy loam over granite granite outcrops sandplains rivervalleys ,,,,,,,,,valley rocky_outcrop,rivervalleys outcrops,sandplain,sandplains,,,granitic,granite,loam sand,loam sandy,,
Melaleuca concinna,sandy loam over granite. along railway line., sandy loam over granite along railway line ,,,,,,,,,,,,,,,granitic,granite,loam sand,loam sandy,,
Melaleuca concreta,"orange/brown sand, yellow sand, clay loam. sandstone outcrops, sandplains, limestone rises.", orangebrown sand yellow sand clay loam sandstone outcrops sandplainss limestone rises ,,,,,,,,,rocky_outcrop,outcrops,sandplain,sandplains,yellow,yellow,limestone sandstone,limestone sandstone,clay loam sand,clay loam sand,,
Melaleuca conothamnoides,"yellow sand, loam, laterite. sandplains.", yellow sand loam laterite sandplainss ,,,,,,,,,,,sandplain,sandplains,yellow,yellow,lateritic,laterite,loam sand,loam sand,,
Melaleuca cordata,"sandy, often gravelly soils. sandplains.", sandy often gravelly soils sandplainss ,,,,,,,,,,,sandplain,sandplains,,,,,gravel sand,gravelly sandy,,
Melaleuca cucullata,"clay soils, loam, often with gravel. hillslopes, flats.", clay soils loam often with gravel hillslopes flats ,,,,,,,,,flats hills,flats hills,,,,,,,clay gravel loam,clay gravel loam,,
Melaleuca cuticularis,"alluvium, sand, clay. winter-wet depressions, salt lakes, coastal areas, along watercourses.", alluvium sand clay winterwet depressions saltlakes coastal areas along watercourses ,,,,,,,winterwet,winterwet,coastal depressions watercourses,coastal depressions watercourses,lakes_salt streambanks streams,saltlakes watercourses watercourses,,,alluvial,alluvium,clay sand,clay sand,,
Melaleuca dealbata,"sand or sandy soils. coastal dunes, seasonally wet depressions, small watercourses.", sand or sandy soils coastaldunes seasonally wet depressions small watercourses ,,,,,,,wet,wet,depressions watercourses,depressions watercourses,sanddunes_coastal dunes_coastal streambanks streams,coastaldunes coastaldunes watercourses watercourses,,,,,sand,sand sandy,,
Melaleuca densa,"sand, clay. seasonally wet flats, swamps, along rivers.", sand clay seasonally wet flats swamps along rivers ,,,,,,,wet,swamps wet,flats,flats,streams swamp,rivers swamps,,,,,clay sand,clay sand,,
Melaleuca depauperata,"sandy or clayey soils, sometimes with gravel. flats, roadverges.", sandy or clayey soils sometimes with gravel flats roadverges ,,,,,,,,,flats,flats,disturbed,roadverges,,,,,clay gravel sand,clayey gravel sandy,,
Melaleuca depressa,"sandy soils over limestone, sandstone. ridges, dunes, sandplains.", sandy soils over limestone sandstone ridges dunes sandplainss ,,,,,,,,,ridges,ridges,sanddunes sandplain,dunes sandplains,,,limestone sandstone,limestone sandstone,sand,sands sandy,,
Melaleuca diosmifolia,"shallow sandy soils, sandy clay. granite outcrops.", shallow sandy soils sandyclay granite outcrops ,,,,,,,,,rocky_outcrop,outcrops,,,,,granitic,granite,sand clay_sandy,sandy sandyclay,,
Melaleuca dissitiflora,rocky creek beds., rocky creek beds ,,,,,,,,,,,streams,creek,,,,,soil_rocky,rocky,,
Melaleuca eleuterostachya,"sandy or clayey soils, often over limestone. plains, low hills, moist depressions.", sandy or clayey soils often over limestone plainss low hills moist depressions ,,,,,,,moist,moist,depressions hills plains,depressions hills plainss,plains,plains,,,limestone,limestone,clay sand,clayey sandy,,
Melaleuca elliptica,sandy soils. granite rocks., sandy soils granite rocks ,,,,,,,,,,,,,,,granitic,granite,sand,sandy,,
Melaleuca filifolia,"loamy gravelly soils, sand over sandstone. ironstone ridges, sandstone hills.", loamy gravelly soils sand over sandstone ironstone ridges sandstone hills ,,,,,,,,,hills ridges,hills ridges,,,,,iron sandstone,irons sandstone,gravel loam sand,gravelly loamy sand,,
Melaleuca fulgens,"sandy or skeletal soils, loam or gravel, granite, sandstone. granite outcrops, sandplains, along watercourses.", sandy or skeletal soils loam or gravel granite sandstone granite outcrops sandplainss along watercourses ,,,,,,,,,rocky_outcrop watercourses,outcrops watercourses,streambanks sandplain streams,watercourses sandplains watercourses,,,granitic sandstone,granite sandstone,gravel loam sand skeletal,gravel loam sands sandy skeletal,,
Melaleuca glaberrima,"white, yellow or red sand, clay. coastal swamps, hillsides, granite rocks.", white yellow or redsand clay coastal swamps hillsides granite rocks ,,,,,,,wet,swamps,coastal hills,coastal hills hillsides,swamp,swamps,red white yellow,reds white yellow,granitic,granite,sand_red clay,redsand clay,,
Melaleuca globifera,"white or grey sand, granite. outcrops, salt lakes.", white or grey sand granite outcrops saltlakes ,,,,,,,,,rocky_outcrop,outcrops,lakes_salt,saltlakes,grey white,grey white,granitic,granite,sand,sand,,
Melaleuca glomerata,"red sand, clay, sandy loam. rocky river beds, shallow depressions, sandy flats.", redsand clay sandy loam rocky river beds shallow depressions sandy flats ,,,,,,,,,depressions flats,depressions flats,streams,river,red,reds,,,sand_red clay loam soil_rocky sand,redsand clay loam rocky sandy,,
Melaleuca halmaturorum,"sandy or clayey soils. saline situations; coastal flats & dunes, salt lakes, brackish swamps.", sandy or clayey soils saline situations coastal flats  dunes saltlakes brackish swamps ,,,,,,,wet,swamps,coastal flats,coastal flats,lakes_salt sanddunes swamp,saltlakes dunes swamps,,,brackish saline,brackish saline,clay sand,clayey sandy,,
Melaleuca hamulosa,"sandy soils. winter-wet flats, saline depressions, swamps, granite outcrops.", sandy soils winterwetflats saline depressions swamps granite outcrops ,,,,,,,wet,swamps,flats inundated_intermittent depressions rocky_outcrop,winterwetflats depressions outcrops,swamp,swamps,,,granitic saline,granite saline,sand,sandy,,
Melaleuca haplantha,"clay, gravelly loam. hillsides.", clay gravelly loam hillsides ,,,,,,,,,hills,hills hillsides,,,,,,,clay gravel loam,clay gravelly loam,,
Melaleuca holosericea,"grey or yellow sand, gravelly soils, laterite. undulating plains, ridges.", grey or yellow sand gravelly soils laterite undulating plainss ridges ,,,,,,,,,plains ridges undulating,plainss ridges undulating,plains,plains,grey yellow,grey yellow,lateritic,laterite,gravel sand,gravelly sand,,
Melaleuca huegelii,"sand. limestone cliffs, coastal plains & dunes.", sand limestone cliffs coastalplainss  dunes ,,,,,,,,,cliff,cliffs,plains_coastal sanddunes cliffs,coastalplainss dunes cliffs cliffs,,,limestone,limestone,sand,sand,,
Melaleuca incana,"red-grey-brown sand, sandy clay over ironstone. seasonally wet flats & depressions, swamps.", redgreybrown sand sandyclay over ironstone seasonally wet flats  depressions swamps ,,,,,,,wet,swamps wet,depressions flats,depressions flats,swamp,swamps,,,iron,irons,sand clay_sandy,sand sandyclay,,
Melaleuca lanceolata,"limestone, clay or loam, brown or grey or white sand. limestone ridges, coastal cliffs and dunes, salt flats, near salt lakes.", limestone clay or loam brown or grey or white sand limestone ridges coastal cliffs and dunes salt flats near saltlakes ,,,,,,,,,cliff coastal flats ridges,cliffs coastal flats ridges,lakes_salt sanddunes cliffs,saltlakes dunes cliffs cliffs,brown grey white,brown grey white,limestone saline,limestone salt,clay loam sand,clay loam sand,,
Melaleuca lasiandra,"red sand. sandplains, swampy grounds, drainage lines.", redsand sandplainss swampy grounds drainage lines ,,,,,,,wet,swampy,,,sandplain swamp,sandplains swampy,red,reds,,,sand_red,redsand,,
Melaleuca lateralis,"sandy loam, gravel. flats.", sandy loam gravel flats ,,,,,,,,,flats,flats,,,,,,,gravel loam sand,gravel loam sandy,,
Melaleuca lateriflora,"sandy or clayey soils. winter-wet flats, floodplains, creeklines, swampy & saline flats.", sandy or clayey soils winterwetflats floodplainss creeklines swampy  saline flats ,,,,,,,wet,swampy,flats inundated_intermittent flats,winterwetflats flats,streambanks floodplain swamp,creeklines floodplains swampy,,,saline,saline,clay sand,clayey sandy,,
Melaleuca lateritia,"black, grey or brown clay, dark brown sandy loam, yellow brown sandy clay, granite. swampy areas.", black grey or brown clay darkbrown sandy loam yellow brown sandyclay granite swampy areas ,,,,,,,wet,swampy,,,swamp,swampy,brown_dark black brown grey yellow,darkbrown black brown grey yellow,granitic,granite,clay loam sand clay_sandy,clay loam sandy sandyclay,,
Melaleuca laxiflora,"sandy or clayey soils, often over granite. flats, roadsides.", sandy or clayey soils often over granite flats roadsidess ,,,,,,,,,flats,flats,roadside,roadsidess,,,granitic,granite,clay sand,clayey sandy,,
Melaleuca lecanantha,"grey/yellow sand with gravel, sandy clay.", greyyellow sand with gravel sandyclay ,,,,,,,,,,,,,,,,,gravel sand clay_sandy,gravel sand sandyclay,,
