Family,Species,Distribution,EPBC Act,Putative IUCN category,Isolated from plant tissue,No response,Mild response,Severe reposnse,Habitat suitability,Risk,Expert change / reason for change,suggested_name,accepted_name,family,taxon_distribution
PROTEACEAE,Hakea rostrata,"s,v",,,Kueh (2011),,,Kueh (2011),Suitable,Low,,Hakea rostrata [alternative possible names: Hakea epiglottis (pro parte misapplied) | Hakea megadenia (pro parte misapplied)],Hakea rostrata,Proteaceae,"SA, Vic"
PROTEACEAE,Hakea ruscifolia,w,,,"Shearer & Dillon (1995), DBCA (2021)",McDougall (1997),Wills (1993),,Suitable,Low,,Hakea ruscifolia,Hakea ruscifolia,Proteaceae,WA
PROTEACEAE,Hakea salicifolia,"n,q",,,,Roleybushcare (2022),,,Suitable,Low,,Hakea salicifolia,Hakea salicifolia,Proteaceae,"SA (naturalised), Qld, NSW (native and naturalised), NI (naturalised), ACT (doubtfully naturalised), Vic (naturalised), Tas (naturalised)"
PROTEACEAE,Hakea scoparia,w,,,,Roleybushcare (2022),,,Suitable,Low,,Hakea scoparia,Hakea scoparia,Proteaceae,WA
PROTEACEAE,Hakea sericea,"n,q",,,"Cahill (pers. comm.), Podger et al. (1990), Pratt & Heather (1973)",,,,Suitable,Low,,Hakea sericea [alternative possible names: Hakea decurrens (pro parte misapplied) | Hakea decurrens subsp. physocarpa (pro parte misapplied) | Hakea decurrens subsp. physocarpa (misapplied)],Hakea sericea,Proteaceae,"SA (doubtfully naturalised), Qld, NSW (native and naturalised), NI (naturalised), Vic (doubtfully naturalised)"
PROTEACEAE,Hakea stenocarpa,w,,,,McDougall (1997),,,Suitable,Low,,Hakea stenocarpa,Hakea stenocarpa,Proteaceae,WA
PROTEACEAE,Hakea trifurcata,w,,,DBCA (2021),Barrett (pers. comm.),Wills (1993),,Suitable,Low,,Hakea trifurcata,Hakea trifurcata,Proteaceae,WA
PROTEACEAE,Hakea tuberculata,w,,V,DBCA (2021),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",,,Suitable,Low,,Hakea tuberculata,Hakea tuberculata,Proteaceae,WA
PROTEACEAE,Hakea ulicina,"n,t,v",,,"Barker & Wardlaw (1995), Cahill (pers. comm.), Schahinger et al. (2003), Weste (2001)","VNPS (1995), Weste (2001), Groves et al. (2009)",,,Suitable,Low,,Hakea ulicina [alternative possible names: Hakea carinata (pro parte misapplied) | Hakea repullulans (pro parte misapplied) | Hakea carinata (misapplied)],Hakea ulicina,Proteaceae,"NSW, Vic, Tas"
PROTEACEAE,Hakea undulata,w,,,"Taylor (1974), DBCA (2021)",,,Wills (1993),Suitable,Low,,Hakea undulata,Hakea undulata,Proteaceae,"WA, SA (naturalised), Vic (naturalised)"
PROTEACEAE,Hakea varia,w,,,DBCA (2021),,Wills (1993),,Suitable,Low,,Hakea varia,Hakea varia,Proteaceae,WA
PROTEACEAE,Hakea victoria,w,,V,Taylor (1974),Shearer & Crane (unpub. data),"Wills (1993), Freebury (pers. comm.)",,Suitable,Low,,Hakea victoria,Hakea victoria,Proteaceae,WA
PROTEACEAE,Isopogon anemonifolius,n,,,,,Howard et al. (2004),,Suitable,Low,,Isopogon anemonifolius,Isopogon anemonifolius,Proteaceae,NSW
PROTEACEAE,Isopogon asper,w,,,Taylor (1974),,,,Suitable,Low,,Isopogon asper,Isopogon asper,Proteaceae,WA
PROTEACEAE,Isopogon attenuatus,w,,,"Podger (1968), Shivas (1989), Titze & Palzer (1969), DBCA (2021)",,Titze & Palzer (1969),Moore (2005),Suitable,Low,,Isopogon attenuatus,Isopogon attenuatus,Proteaceae,WA
PROTEACEAE,Isopogon axillaris,w,,,,,,Wills (1993),Suitable,Low,,Isopogon axillaris,Isopogon axillaris,Proteaceae,WA
PROTEACEAE,Isopogon baxteri,w,,V,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Moderate,,Isopogon baxteri,Isopogon baxteri,Proteaceae,WA
PROTEACEAE,Isopogon buxifolius var buxifolius,w,,CE,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Very high,,Isopogon buxifolius,Isopogon buxifolius,Proteaceae,WA
PROTEACEAE,Isopogon ceratophyllus,"s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Schahinger et al. (2003), Weste (2001)",,"VNPS (1995), Velzeboer (pers. comm.)",Weste (2001),Suitable,Low,,Isopogon ceratophyllus,Isopogon ceratophyllus,Proteaceae,"SA, Vic, Tas"
PROTEACEAE,Isopogon cuneatus,w,,V,,,,Barrett (pers. comm.),Suitable,Moderate,,Isopogon cuneatus,Isopogon cuneatus,Proteaceae,WA
PROTEACEAE,Isopogon dubius,w,,,DBCA (2021),,,,Suitable,Low,,Isopogon dubius,Isopogon dubius,Proteaceae,WA
PROTEACEAE,Isopogon fletcheri,n,V,E,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,High,,Isopogon fletcheri,Isopogon fletcheri,Proteaceae,NSW
PROTEACEAE,Isopogon formosus subsp. dasylepis,w,,,DBCA (2021),Shearer & Crane (unpub. data),,,Suitable,Low,,Isopogon formosus subsp. dasylepis,Isopogon formosus subsp. dasylepis,Proteaceae,WA
PROTEACEAE,Isopogon formosus subsp. formosus,w,,,"Podger (1968), Shivas (1989)",,,Wills (1993),Suitable,Low,,Isopogon formosus subsp. formosus,Isopogon formosus subsp. formosus,Proteaceae,WA
PROTEACEAE,Isopogon gardneri,w,,,DBCA (2021),,,,Unsuitable,Low,,Isopogon gardneri,Isopogon gardneri,Proteaceae,WA
PROTEACEAE,Isopogon latifolius,w,,E,"Barrett (pers. comm.), DBCA (2021)",,,"Barrett et al. (2008), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High",Isopogon latifolius,Isopogon latifolius,Proteaceae,WA
PROTEACEAE,Isopogon longifolius,w,,V,DBCA (2021),,,,Suitable,Moderate,,Isopogon longifolius,Isopogon longifolius,Proteaceae,WA
PROTEACEAE,Isopogon nutans,w,,V,,,,Shearer & Crane (unpub. data),Suitable,Moderate,,Isopogon nutans,,Proteaceae,
PROTEACEAE,Isopogon petiolaris,"n,q",,,Taylor (1974),,,,Suitable,Low,,Isopogon petiolaris,Isopogon petiolaris,Proteaceae,"Qld, NSW"
PROTEACEAE,Isopogon polycephalus,w,,,Taylor (1974),,,Barrett (pers. comm.),Suitable,Low,,Isopogon polycephalus,Isopogon polycephalus,Proteaceae,WA
PROTEACEAE,Isopogon scabriusculus,w,,,,,,Wills (1993),Unsuitable,Low,,Isopogon scabriusculus,Isopogon scabriusculus,Proteaceae,WA
PROTEACEAE,Isopogon sphaerocephalus,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), DBCA (2021)",,"Edmiston (1989), Shearer & Dillon (1996)",Wills (1993),Suitable,Low,,Isopogon sphaerocephalus,Isopogon sphaerocephalus,Proteaceae,WA
PROTEACEAE,Isopogon trilobus,w,,,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,,Isopogon trilobus,Isopogon trilobus,Proteaceae,WA
PROTEACEAE,Isopogon uncinatus,w,E,,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High",Isopogon uncinatus,Isopogon uncinatus,Proteaceae,WA
PROTEACEAE,Lambertia echinata,w,E,,DBCA (2021),,Keighery (1992),"Barrett (pers. comm.), Shearer et al. (2010)",Suitable,Very high,"High rate of decline, multiple population extinctions, all pops infested & in decline; changed to Very High",Lambertia echinata,Lambertia echinata,Proteaceae,WA
PROTEACEAE,Lambertia ericifolia,w,,E,DBCA (2021),,,"Barrett et al. (2008), Barrett & Rathbone (2018), Shearer & Crane (unpub. data), Wills (1993)",Suitable,High,,Lambertia ericifolia,Lambertia ericifolia,Proteaceae,WA
PROTEACEAE,Lambertia fairallii,w,E,CE,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett et al. (2008), Barrett (1996), Shearer & Crane (unpub. data)",Suitable,Very high,,Lambertia fairallii,Lambertia fairallii,Proteaceae,WA
PROTEACEAE,Lambertia formosa,n,,,,Shearer et al. (2010),Howard et al. (2004),,Suitable,Low,,Lambertia formosa,Lambertia formosa,Proteaceae,NSW
PROTEACEAE,Lambertia ilicifolia,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,,Lambertia ilicifolia,Lambertia ilicifolia,Proteaceae,WA
PROTEACEAE,Lambertia inermis,w,,,"Belhaj et al. (2018), DBCA (2021)",,Tynan et al. (2001),"Belhaj et al. (2018), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,,Lambertia inermis,Lambertia inermis,Proteaceae,WA
PROTEACEAE,Lambertia multiflora,w,,,,,Tynan et al. (2001),"Shearer et al. (2010), Shearer & Crane (unpub. data)",Suitable,Low,,Lambertia multiflora,Lambertia multiflora,Proteaceae,WA
PROTEACEAE,Lambertia orbifolia subsp. orbifolia,w,E,CE,"Barrett (pers. comm.), DBCA (2021)",,Keighery (1992),"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Very high,,Lambertia orbifolia subsp. orbifolia,Lambertia orbifolia subsp. orbifolia,Proteaceae,WA
PROTEACEAE,Lambertia orbifolia subsp. Scott River Plains (L.W. Sage 684),w,,E,,,,Shearer et al. (2010),Suitable,High,,Lambertia orbifolia subsp. Scott River Plains (L.W.Sage 684),Lambertia orbifolia subsp. Scott River Plains (L.W.Sage 684),Proteaceae,WA
PROTEACEAE,Lambertia rariflora subsp. lutea,w,,E,,,,"Freebury (pers. comm.), Shearer et al. (2010), Shearer & Crane (unpub. data)",Suitable,High,,Lambertia rariflora subsp. lutea,Lambertia rariflora subsp. lutea,Proteaceae,WA
PROTEACEAE,Lambertia rariflora subsp. rarifolia,w,,E,,,Shearer et al. (2010),Shearer & Crane (unpub. data),Suitable,High,,Lambertia rariflora subsp. rariflora,Lambertia rariflora subsp. rariflora,Proteaceae,WA
PROTEACEAE,Lambertia uniflora,w,,V,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Moderate,,Lambertia uniflora,Lambertia uniflora,Proteaceae,WA
PROTEACEAE,Lomatia fraseri,"n,v",,,McDougall & Summerell (2003),,,,Suitable,Low,,Lomatia fraseri,Lomatia fraseri,Proteaceae,"NSW, Vic"
PROTEACEAE,Lomatia ilicifolia,"n,v",,,Cahill (pers. comm.),,VNPS (1995),,Suitable,Low,,Lomatia ilicifolia,Lomatia ilicifolia,Proteaceae,"NSW, Vic"
PROTEACEAE,Lomatia milnerae,q,,V,,,Worboys et al. (2003),,Suitable,Low,,Lomatia milnerae,Lomatia milnerae,Proteaceae,Qld
PROTEACEAE,Lomatia tasmanica,t,CE,,,,"Rudman (pers. comm.), Schahinger et al. (2003)",,Suitable,High,,Lomatia tasmanica,Lomatia tasmanica,Proteaceae,Tas
PROTEACEAE,Opisthiolepis heterophylla,q,,V,,,Worboys et al. (2003),,Suitable,Low,,Opisthiolepis heterophylla,Opisthiolepis heterophylla,Proteaceae,Qld
PROTEACEAE,Orites diversifolius,t,,,Podger et al. (1990),,,,Suitable,Low,,Orites diversifolius,Orites diversifolius,Proteaceae,Tas
PROTEACEAE,Orites lancifolius,"a,n,v",,,,Rigg et al. (2018),,,Suitable,Low,,Orites lancifolius,Orites lancifolius,Proteaceae,"NSW, ACT, Vic"
PROTEACEAE,Persoonia acerosa,n,V,,,McDougall (pers. comm.),,,Suitable,Low,,Persoonia acerosa,Persoonia acerosa,Proteaceae,NSW
PROTEACEAE,Persoonia cornifolia,"n,q",,,,,,McDougall (pers. comm.),Suitable,Low,,Persoonia cornifolia,Persoonia cornifolia,Proteaceae,"Qld, NSW"
PROTEACEAE,Persoonia elliptica,w,,,,,,McDougall (pers. comm.),Suitable,Low,,Persoonia elliptica,Persoonia elliptica,Proteaceae,WA
PROTEACEAE,Persoonia gunnii,t,,,Podger et al. (1990),,,,Suitable,Low,,Persoonia gunnii,Persoonia gunnii,Proteaceae,Tas
PROTEACEAE,Persoonia hindii,n,,,,McDougall (pers. comm.),,,Suitable,Low,,Persoonia hindii,Persoonia hindii,Proteaceae,NSW
PROTEACEAE,Persoonia juniperina,"n,s,t,v",,,"Cahill (pers. comm.), Podger et al. (1990), Weste (2001)",,"Rudman (pers. comm.), VNPS (1995)",Weste (2001),Suitable,Low,,Persoonia juniperina,Persoonia juniperina,Proteaceae,"SA, NSW, Vic, Tas"
PROTEACEAE,Persoonia levis,"n,v",,,"Gerrettson-Cornell (1986), Taylor (1974)",McDougall (pers. comm.),,,Suitable,Low,,Persoonia levis,Persoonia levis,Proteaceae,"NSW, Vic"
PROTEACEAE,Persoonia linearis,"n,v",,,,McDougall (pers. comm.),,,Suitable,Low,,Persoonia linearis,Persoonia linearis,Proteaceae,"NSW, Vic"
PROTEACEAE,Persoonia longifolia,w,,,"Gardner & Rokich (1987), Podger (1968), Shearer & Dillon (1995), Shivas (1989), DBCA (2021)",,"Podger (1972), Titze & Palzer (1969)","Freebury (pers. comm.), McDougall (1997), Wills (1993)",Suitable,Low,,Persoonia longifolia,Persoonia longifolia,Proteaceae,WA
PROTEACEAE,Persoonia micranthera,w,E,CE,Barrett (pers. comm.),,,"Barrett (1996), Barrett et al. (2008), Shearer & Crane (unpub. data)",Suitable,Very high,,Persoonia micranthera,Persoonia micranthera,Proteaceae,WA
PROTEACEAE,Persoonia mollis subsp. budawangensis,n,,E,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,High,,Persoonia mollis subsp. budawangensis,Persoonia mollis subsp. budawangensis,Proteaceae,NSW
PROTEACEAE,Persoonia muelleri var. densifolia,t,,V,Barker & Wardlaw (1995),,,Barker & Wardlaw (1995),Suitable,Moderate,,Persoonia muelleri var. densifolia,Persoonia muelleri var. densifolia,Proteaceae,Tas
PROTEACEAE,Persoonia rudis,w,,V,DBCA (2021),,,,Suitable,Moderate,,Persoonia rudis,Persoonia rudis,Proteaceae,WA
PROTEACEAE,Persoonia silvatica,"n,v",,,McDougall (pers. comm.),,,McDougall (pers. comm.),Suitable,Low,,Persoonia silvatica,Persoonia silvatica,Proteaceae,"NSW, Vic"
PROTEACEAE,Persoonia trinervis,w,,,,,,Wills (1993),Suitable,Low,,Persoonia trinervis,Persoonia trinervis,Proteaceae,WA
PROTEACEAE,Petrophile anceps,w,,E,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,High,,Petrophile anceps,Petrophile anceps,Proteaceae,WA
PROTEACEAE,Petrophile biloba,w,,V,Podger (1972),,Podger (1972),,Suitable,Low,,Petrophile biloba,Petrophile biloba,Proteaceae,WA
PROTEACEAE,Petrophile carduacea,w,,E,,,,Barrett (pers. comm.),Suitable,High,,Petrophile carduacea,Petrophile carduacea,Proteaceae,WA
PROTEACEAE,Petrophile divaricata,w,,,DBCA (2021),,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,,Petrophile divaricata,Petrophile divaricata,Proteaceae,WA
PROTEACEAE,Petrophile diversifolia,w,,,DBCA (2021),,,"Freebury (pers. comm.), Wills (1993)",Suitable,Low,,Petrophile diversifolia,Petrophile diversifolia,Proteaceae,WA
PROTEACEAE,Petrophile drummondii,w,,,Hill (1990),,Hill (1990),,Suitable,Low,,Petrophile drummondii,Petrophile drummondii,Proteaceae,WA
PROTEACEAE,Petrophile ericifolia,w,,,,,,"Barrett (pers. comm.), Wills (1993)",Suitable,Low,,Petrophile ericifolia,Petrophile ericifolia,Proteaceae,WA
PROTEACEAE,Petrophile fastigiata,w,,,Taylor (1974),,,,Suitable,Low,,Petrophile fastigiata,Petrophile fastigiata,Proteaceae,WA
PROTEACEAE,Petrophile heterophylla,w,,,,,,Shearer & Crane (unpub. data),Suitable,Low,,Petrophile heterophylla,Petrophile heterophylla,Proteaceae,WA
PROTEACEAE,Petrophile latericola,w,E,,,,,Shearer & Crane (unpub. data),Suitable,High,,Petrophile latericola,Petrophile latericola,Proteaceae,WA
PROTEACEAE,Petrophile linearis,w,,,"Shearer & Dillon (1995), Shearer & Dillon (1996), DBCA (2021)",,Hill (1990),,Suitable,Low,,Petrophile linearis,Petrophile linearis,Proteaceae,WA
PROTEACEAE,Petrophile longifolia,w,,,DBCA (2021),,,Wills (1993),Suitable,Low,,Petrophile longifolia,Petrophile longifolia,Proteaceae,WA
PROTEACEAE,Petrophile media,w,,,,,,Wills (1993),Suitable,Low,,Petrophile media,Petrophile media,Proteaceae,WA
PROTEACEAE,Petrophile multisecta,s,,V,Vickery (1997),,Velzeboer (pers. comm.),,Suitable,Low,,Petrophile multisecta,Petrophile multisecta,Proteaceae,SA
PROTEACEAE,Petrophile phylicoides,w,,,DBCA (2021),,,"Barrett (pers. comm.), Shearer & Crane (unpub. data)",Suitable,Low,,Petrophile phylicoides,Petrophile phylicoides,Proteaceae,WA
PROTEACEAE,Petrophile pulchella,"n,q",,,Fraser (1956),,,,Suitable,Low,,Petrophile pulchella,Petrophile pulchella,Proteaceae,"Qld, NSW"
PROTEACEAE,Petrophile rigida,w,,,,,,Barrett (pers. comm.),Suitable,Low,,Petrophile rigida,Petrophile rigida,Proteaceae,WA
PROTEACEAE,Petrophile seminuda,w,,,Taylor (1974),,,Wills (1993),Suitable,Low,,Petrophile seminuda,Petrophile seminuda,Proteaceae,WA
PROTEACEAE,Petrophile serruriae,w,,,,,,"Moore (2005), Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,,Petrophile serruriae,Petrophile serruriae,Proteaceae,WA
PROTEACEAE,Petrophile sessilis,n,,,"Gerrettson-Cornell (1986), Taylor (1974)",,,,Suitable,Low,,Petrophile sessilis,Petrophile sessilis,Proteaceae,NSW
PROTEACEAE,Petrophile squamata,w,,,"Taylor (1974), DBCA (2021)",,,"Shearer & Crane (unpub. data), Wills (1993)",Suitable,Low,,Petrophile squamata,Petrophile squamata,Proteaceae,WA
PROTEACEAE,Petrophile striata,w,,,"Shearer & Dillon (1995), DBCA (2021)",,McDougall (1997),,Suitable,Low,,Petrophile striata,Petrophile striata,Proteaceae,WA
PROTEACEAE,Petrophile stricta,w,,,,,Hill (1990),,Suitable,Low,,Petrophile stricta,Petrophile stricta,Proteaceae,WA
PROTEACEAE,Stirlingia divaricatissima,w,,E,DBCA (2021),,,,Suitable,High,,Stirlingia divaricatissima,Stirlingia divaricatissima,Proteaceae,WA
PROTEACEAE,Stirlingia latifolia,w,,,DBCA (2021),,,,Suitable,Low,,Stirlingia latifolia,Stirlingia latifolia,Proteaceae,WA
PROTEACEAE,Stirlingia latifolia,w,,,DBCA (2021),,,,Suitable,Low,,Stirlingia latifolia,Stirlingia latifolia,Proteaceae,WA
PROTEACEAE,Stirlingia tenuifolia,w,,,DBCA (2021),,,Wills (1993),Suitable,Low,,Stirlingia tenuifolia,Stirlingia tenuifolia,Proteaceae,WA
PROTEACEAE,Synaphea petiolaris,w,,,"Shearer & Dillon (1996), DBCA (2021)",Shearer & Dillon (1996),,,Suitable,Low,,Synaphea petiolaris,Synaphea petiolaris,Proteaceae,WA
PROTEACEAE,Synaphea polymorpha,w,,,,,,Wills (1993),Suitable,Low,,Synaphea polymorpha,Synaphea polymorpha,Proteaceae,WA
PROTEACEAE,Synaphea sp. Pinjarra (R. Davis 6578),w,CE,,,,Shearer & Crane (unpub. data),,Suitable,High,,Synaphea sp. Pinjarra (R.Davis 6578),Synaphea sp. Pinjarra (R.Davis 6578),Proteaceae,WA
PROTEACEAE,Telopea mongaensis,n,,V,"Summerell (pers. comm.), Taylor (1974)",,,,Suitable,Moderate,,Telopea mongaensis,Telopea mongaensis,Proteaceae,NSW
PROTEACEAE,Telopea speciosissima,n,,,"Summerell (pers. comm.), Taylor (1974)",,,Summerell (pers. comm.),Suitable,Low,,Telopea speciosissima,Telopea speciosissima,Proteaceae,NSW
PROTEACEAE,Telopea truncata,t,,,Podger et al. (1990),,,,Suitable,Low,,Telopea truncata,Telopea truncata,Proteaceae,Tas
PROTEACEAE,Xylomelum angustifolium,w,,,DBCA (2021),,,,Suitable,Low,,Xylomelum angustifolium,Xylomelum angustifolium,Proteaceae,WA
PROTEACEAE,Xylomelum occidentale,w,,,"Podger (1968), Shivas (1989), DBCA (2021)",,Hill (1990),,Suitable,Low,,Xylomelum occidentale,Xylomelum occidentale,Proteaceae,WA
PTERIDACEAE,Adiantum aethiopicum,"a,n,q,s,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,,Adiantum aethiopicum,Adiantum aethiopicum,Pteridaceae,"WA, SA, Qld, NSW, NI, ACT, Vic (native and doubtfully naturalised), Tas"
RANUNCULACEAE,Clematis pubescens,w,,,,Shearer & Dillon (1996),McDougall (1997),,Suitable,Low,,Clematis pubescens,Clematis pubescens,Ranunculaceae,WA
RESTIONACEAE,Chordifex abortivus,w,E,,Barrett (pers. comm.),Barrett (pers. comm.),,,Suitable,Low,,Chordifex abortivus,Chordifex abortivus,Restionaceae,WA
RESTIONACEAE,Chordifex isomorphus,w,,,,Barrett (pers. comm.),,,Suitable,Low,,Chordifex isomorphus,Chordifex isomorphus,Restionaceae,WA
RESTIONACEAE,Chordifex monocephalus,w,,,"Podger & Brown (1989), Podger et al. (1990)",,,,Suitable,Low,,Chordifex monocephalus,Chordifex monocephalus,Restionaceae,WA
RESTIONACEAE,Desmocladus confertospicatus,w,,,,"Barrett (pers. comm.), Wills (1993)",,,Suitable,Low,,Desmocladus confertospicatus,Desmocladus confertospicatus,Restionaceae,WA
RESTIONACEAE,Desmocladus fasciculatus,w,,,,"McDougall (1997), Barrett (pers. comm.)",Wills (1993),,Suitable,Low,,Desmocladus fasciculatus,Desmocladus fasciculatus,Restionaceae,WA
RESTIONACEAE,Desmocladus flexuosus,w,,,,"McDougall (1997), Barrett (pers. comm.)",,,Suitable,Low,,Desmocladus flexuosus,Desmocladus flexuosus,Restionaceae,WA
RESTIONACEAE,Hypolaena exsulca,w,,,,"McDougall (1997), Barrett (pers. comm.)",,,Suitable,Low,,Hypolaena exsulca,Hypolaena exsulca,Restionaceae,WA
RESTIONACEAE,Hypolaena fastigiata,"n,s,q,t,v,w",,,,Groves et al. (2009),,,Suitable,Low,,Hypolaena fastigiata,Hypolaena fastigiata,Restionaceae,"WA, SA, Qld, NSW, Vic, Tas"
RESTIONACEAE,Leptocarpus scariosus,w,,,,Groves et al. (2009),,,Suitable,Low,,Leptocarpus scariosus,Leptocarpus scariosus,Restionaceae,WA
RESTIONACEAE,Leptocarpus tenax,"n,q,s,t,v,w",,,,Wills (1993),,,Suitable,Low,,Leptocarpus tenax,Leptocarpus tenax,Restionaceae,"WA, SA, Qld, NSW, Vic, Tas"
RESTIONACEAE,Lepyrodia scariosa,"n,q",,,,Howard et al. (2004),,,Suitable,Low,,Lepyrodia scariosa,Lepyrodia scariosa,Restionaceae,"Qld, NSW"
RESTIONACEAE,Loxocarya cinerea,w,,,Shearer & Dillon (1995),,,McDougall (1997),Suitable,Low,,Loxocarya cinerea,Loxocarya cinerea,Restionaceae,WA
RHAMNACEAE,Alphitonia petriei,"n,q",,,,,Worboys et al. (2003),,Suitable,Low,,Alphitonia petriei,Alphitonia petriei,Rhamnaceae,"Qld, NSW"
RHAMNACEAE,Alphitonia whitei,q,,,,,Worboys et al. (2003),,Suitable,Low,,Alphitonia whitei,Alphitonia whitei,Rhamnaceae,Qld
RHAMNACEAE,Cryptandra tomentosa,"s,v",,,"Cahill (pers. comm.), Weste (2001)",Weste (2001),VNPS (1995),,Suitable,Low,,Cryptandra tomentosa [alternative possible names: Cryptandra myriantha (pro parte misapplied) | Cryptandra nutans (pro parte misapplied) | Cryptandra exilis (misapplied)],Cryptandra tomentosa,Rhamnaceae,"SA, Vic"
RHAMNACEAE,Pomaderris delicata,n,CE,,Wan et al. (2019),,,Wan et al. (2019),Suitable,Very high,,Pomaderris delicata,Pomaderris delicata,Rhamnaceae,NSW
RHAMNACEAE,Pomaderris ferruginea,"n,q,v",,,Weste (2001),Weste (2001),,,Suitable,Low,,Pomaderris ferruginea,Pomaderris ferruginea,Rhamnaceae,"Qld, NSW, Vic"
RHAMNACEAE,Pomaderris halmaturina subsp. halmaturina,"s,v",V,,Kueh (2011),,,Kueh (2011),Suitable,Moderate,,Pomaderris halmaturina subsp. halmaturina,Pomaderris halmaturina subsp. halmaturina,Rhamnaceae,SA
RHAMNACEAE,Pomaderris intermedia,"a,n,t,v",,,Taylor (1974),,,,Suitable,Low,,Pomaderris intermedia,Pomaderris intermedia,Rhamnaceae,"NSW, ACT, Vic, Tas"
RHAMNACEAE,Spyridium globulosum,w,,,,Freebury (pers. comm.),,,Suitable,Low,,Spyridium globulosum,Spyridium globulosum,Rhamnaceae,WA
RHAMNACEAE,Spyridium oligocephalum,w,,V,,,Shearer & Crane (unpub. data),,Suitable,Low,,Spyridium oligocephalum,Spyridium oligocephalum,Rhamnaceae,WA
RHAMNACEAE,Spyridium parvifolium,"a,n,s,t,v",,,Weste (2001),Weste (2001),,,Suitable,Low,,Spyridium parvifolium,Spyridium parvifolium,Rhamnaceae,"SA, NSW, ACT, Vic, Tas"
RHAMNACEAE,Trymalium ledifolium,w,,,"Gardner & Rokich (1987), Shearer & Dillon (1995), Shivas (1989)",,"Edmiston (1989), McDougall (1997), Podger (1972)",,Suitable,Low,,Trymalium ledifolium,Trymalium ledifolium,Rhamnaceae,WA
RHAMNACEAE,Trymalium litorale,w,,,,Shearer & Crane (unpub. data),,,Suitable,Low,,Trymalium litorale,Trymalium litorale,Rhamnaceae,WA
